textid	text	pair	relation	symmetry	label
48733	star lake township, otter tail county, minnesota is located in fergus falls, mn micropolitan statistical area	fergus falls, mn micropolitan statistical area is located in star lake township, otter tail county, minnesota	is located in	asymmetric	neutral
14527	barkheda baramad gunga is located in huzur	huzur is located in barkheda baramad gunga	is located in	asymmetric	neutral
232182	sar pol, mazandaran is located in mazanderan	mazanderan is located in sar pol, mazandaran	is located in	asymmetric	neutral
12872	stadion (ancient sports) is a type of athletics (european)	athletics (european) is a type of stadion (ancient sports)	is a type of	asymmetric	neutral
300544	stanislas radziwill is a child of janusz radziwiłł (1880-1967)	janusz radziwiłł (1880-1967) is a child of stanislas radziwill	is a child of	asymmetric	neutral
143403	oakdale (floyd, virginia) is located in virginia (usa state)	virginia (usa state) is located in oakdale (floyd, virginia)	is located in	asymmetric	neutral
216910	ahmedabad civil hospital is located in ahmed-aabad	ahmed-aabad is located in ahmedabad civil hospital	is located in	asymmetric	neutral
82005	bihoro, hokkaidō is located in abashiri-shichō	abashiri-shichō is located in bihoro, hokkaidō	is located in	asymmetric	neutral
137216	meadville (pa) is located in meadville, pa micropolitan statistical area	meadville, pa micropolitan statistical area is located in meadville (pa)	is located in	asymmetric	neutral
20099	description logics is a type of el++	el++ is a type of description logics	is a type of	asymmetric	neutral
269677	borders of scotland is located in craigierig	craigierig is located in borders of scotland	is located in	asymmetric	neutral
92487	songino khairkhan is located in ulaanbaator	ulaanbaator is located in songino khairkhan	is located in	asymmetric	neutral
194904	francis parkman house is located in massacheusetts	massacheusetts is located in francis parkman house	is located in	asymmetric	neutral
46888	cerniw is located in treryn dinas	treryn dinas is located in cerniw	is located in	asymmetric	neutral
172558	qohab-e rastaq is located in kela, semnan	kela, semnan is located in qohab-e rastaq	is located in	asymmetric	neutral
294681	basut-e bala is located in bahu kalat rural district	bahu kalat rural district is located in basut-e bala	is located in	asymmetric	neutral
217446	saint charalambos church, iași is located in iaşi	iaşi is located in saint charalambos church, iași	is located in	asymmetric	neutral
52284	vaiphei language is a type of sinotibetian languages	sinotibetian languages is a type of vaiphei language	is a type of	asymmetric	neutral
117313	aldhal, raichur is located in raichur district	raichur district is located in aldhal, raichur	is located in	asymmetric	neutral
123321	detroit automaker is located in old main (wayne state university)	old main (wayne state university) is located in detroit automaker	is located in	asymmetric	neutral
276826	the young louis vii is a child of adelaide of savoy	adelaide of savoy is a child of the young louis vii	is a child of	asymmetric	neutral
76512	dance is a type of jewish dancing	jewish dancing is a type of dance	is a type of	asymmetric	neutral
217981	ar greece is part of i merarkhia pezikou	i merarkhia pezikou is part of ar greece	is part of	asymmetric	neutral
299262	człuchów commune is located in mosiny	mosiny is located in człuchów commune	is located in	asymmetric	neutral
238465	solčianky is located in topolcany district	topolcany district is located in solčianky	is located in	asymmetric	neutral
295569	wincenta is located in gmina kolno, podlachian voivodeship	gmina kolno, podlachian voivodeship is located in wincenta	is located in	asymmetric	neutral
161233	pouch, germany is located in muldestausee	muldestausee is located in pouch, germany	is located in	asymmetric	neutral
95148	wood county ohio is located in ohio state highway 420	ohio state highway 420 is located in wood county ohio	is located in	asymmetric	neutral
66840	cacimbinhas is located in br-al	br-al is located in cacimbinhas	is located in	asymmetric	neutral
142846	testimonial year (single) is part of dumb enough	dumb enough is part of testimonial year (single)	is part of	asymmetric	neutral
226713	saipan channel is located in marianas islands	marianas islands is located in saipan channel	is located in	asymmetric	neutral
221884	najafabad, larestan is located in pârs	pârs is located in najafabad, larestan	is located in	asymmetric	neutral
16426	shari'at kola-ye karim kola is part of babol county	babol county is part of shari'at kola-ye karim kola	is part of	asymmetric	neutral
35078	gayndah airport is located in queensland (australia)	queensland (australia) is located in gayndah airport	is located in	asymmetric	neutral
62829	east greek vase painting is part of samian vase painting	samian vase painting is part of east greek vase painting	is part of	asymmetric	neutral
232747	gmina boguty-pianki is located in kraszewo-czarne	kraszewo-czarne is located in gmina boguty-pianki	is located in	asymmetric	neutral
255450	palm cove, queensland is located in queensland (australia)	queensland (australia) is located in palm cove, queensland	is located in	asymmetric	neutral
145533	republic of oromia is located in lake abijatta	lake abijatta is located in republic of oromia	is located in	asymmetric	neutral
84529	alls souls church is located in twenty-third state	twenty-third state is located in alls souls church	is located in	asymmetric	neutral
116869	constitution of new south wales is located in suma park dam	suma park dam is located in constitution of new south wales	is located in	asymmetric	neutral
290069	muan gukje gonghang is located in mu an gun	mu an gun is located in muan gukje gonghang	is located in	asymmetric	neutral
131593	cidp is a type of polyradiculoneuropathy (disorder)	polyradiculoneuropathy (disorder) is a type of cidp	is a type of	asymmetric	neutral
209593	涿鹿縣 is located in zhuolu town	zhuolu town is located in 涿鹿縣	is located in	asymmetric	neutral
117311	dickey peak is part of sentinel mountains	sentinel mountains is part of dickey peak	is part of	asymmetric	neutral
283514	noroy-sur-ourcq is located in aisne	aisne is located in noroy-sur-ourcq	is located in	asymmetric	neutral
76114	fritz thyssen is the father of august thyssen	august thyssen is the father of fritz thyssen	is the father of	asymmetric	neutral
172820	highway 501 (west virginia) is located in wv	wv. is located in highway 501 (west virginia)	is located in	asymmetric	neutral
299148	canisius high school is located in p:ny	p:ny is located in canisius high school	is located in	asymmetric	neutral
295304	jormua is located in kajana	kajana is located in jormua	is located in	asymmetric	neutral
233169	hagerhill, kentucky is located in history of johnson county, kentucky	history of johnson county, kentucky is located in hagerhill, kentucky	is located in	asymmetric	neutral
76109	bór, lesser poland voivodeship is located in szaflary commune	szaflary commune is located in bór, lesser poland voivodeship	is located in	asymmetric	neutral
192486	spur 273 (tx) is located in religion in texas	religion in texas is located in spur 273 (tx)	is located in	asymmetric	neutral
256183	circular head council is located in smithton, tasmania	smithton, tasmania is located in circular head council	is located in	asymmetric	neutral
224585	frederick, margrave of tuscany is the mother of beatrice of bar	beatrice of bar is the mother of frederick, margrave of tuscany	is the mother of	asymmetric	neutral
92990	weak global dimension is a type of coordinate system invariant	coordinate system invariant is a type of weak global dimension	is a type of	asymmetric	neutral
285443	viscay is located in país vasco	país vasco is located in viscay	is located in	asymmetric	neutral
165850	mary region is located in baýramaly district	baýramaly district is located in mary region	is located in	asymmetric	neutral
122722	khorāsān-e razavī is located in kalateh-ye mirza rajab	kalateh-ye mirza rajab is located in khorāsān-e razavī	is located in	asymmetric	neutral
106218	cheniers is located in marne departement	marne departement is located in cheniers	is located in	asymmetric	neutral
274859	steuben township, marshall county, illinois is located in marshall county, illinois	marshall county, illinois is located in steuben township, marshall county, illinois	is located in	asymmetric	neutral
